customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
CUST-0175,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.28,673.68
CUST-0176,Male,0,No,No,0,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),119.13,0.0
CUST-0177,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.59,89.59
CUST-0178,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,85.61,856.1
CUST-0179,Male,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.89,539.34
CUST-0180,Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,117.96,0.0
CUST-0181,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.99,899.9
CUST-0182,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,100.43,200.86
CUST-0183,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),93.17,465.85
CUST-0184,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.83,464.15
CUST-0185,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,83.7,418.5
CUST-0186,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.17,991.7
CUST-0187,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,113.22,113.22
CUST-0188,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.23,77.23
CUST-0189,Male,0,Yes,Yes,5,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.02,575.1
CUST-0190,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),104.95,944.55
CUST-0191,Female,0,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.75,411.0
CUST-0192,Female,0,No,No,6,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,103.17,619.02
CUST-0193,Female,0,No,No,6,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),88.33,529.98
CUST-0194,Male,0,No,No,4,Yes,No phone service,No,No,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),93.68,374.72
CUST-0195,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),110.97,776.79
CUST-0196,Female,0,No,No,9,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,88.79,799.11
CUST-0197,Female,0,Yes,No,5,No,No phone service,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,96.15,480.75
CUST-0198,Male,0,No,No,4,No,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),75.88,303.52
CUST-0199,Male,0,Yes,No,3,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.01,324.03
CUST-0200,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),93.8,562.8
CUST-0201,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),98.64,295.92
CUST-0202,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),80.16,320.64
CUST-0203,Male,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,119.63,478.52
CUST-0204,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.61,0.0
CUST-0205,Female,0,Yes,No,0,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,103.57,0.0
CUST-0206,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.16,202.32
CUST-0207,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),110.33,1103.3
CUST-0208,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),88.22,176.44
CUST-0209,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,109.02,109.02
CUST-0210,Male,0,No,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,92.21,1014.31
CUST-0211,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.5,93.5
CUST-0212,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.27,526.35
CUST-0213,Female,0,Yes,Yes,0,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,110.29,0.0
CUST-0214,Female,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.01,525.05
CUST-0215,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),115.49,461.96
CUST-0216,Male,1,No,Yes,5,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,87.83,439.15
CUST-0217,Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.53,462.12
CUST-0218,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,80.89,485.34
CUST-0219,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,104.68,0.0
CUST-0220,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,99.64,199.28
CUST-0221,Male,0,No,No,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.26,486.3
CUST-0222,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,88.99,0.0
CUST-0223,Female,0,No,No,10,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),97.67,976.7
CUST-0224,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,82.28,822.8
CUST-0225,Female,0,No,No,6,Yes,No phone service,DSL,No,No,No,No,No internet service,No,One year,Yes,Electronic check,91.62,549.72
CUST-0226,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,79.44,238.32
CUST-0227,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.73,201.46
CUST-0228,Male,0,No,No,9,Yes,No phone service,No,No,No,Yes,No,No,No internet service,One year,No,Electronic check,79.31,713.79
CUST-0229,Male,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.22,657.76
CUST-0230,Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.85,0.0
CUST-0231,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.16,645.12
CUST-0232,Male,0,Yes,No,0,No,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,112.89,0.0
CUST-0233,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),115.81,463.24
CUST-0234,Female,0,No,No,9,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.24,704.16
CUST-0235,Female,0,Yes,No,7,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,103.55,724.85
CUST-0236,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.8,529.0
CUST-0237,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,99.02,594.12
CUST-0238,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),105.01,1050.1
CUST-0239,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),85.52,598.64
CUST-0240,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,97.03,485.15
CUST-0241,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.59,925.9
CUST-0242,Female,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,79.04,395.2
CUST-0243,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,103.15,1031.5
CUST-0244,Male,0,No,No,5,Yes,No,No,No,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.28,486.4
CUST-0245,Female,0,No,No,4,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),87.38,349.52
CUST-0246,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,96.32,674.24
CUST-0247,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.89,109.89
CUST-0248,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,111.07,666.42
CUST-0249,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),104.23,312.69
CUST-0250,Male,0,No,No,0,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.05,0.0
CUST-0251,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.91,403.64
CUST-0252,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.33,184.66
CUST-0253,Female,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.7,242.1
CUST-0254,Male,0,Yes,No,6,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),92.35,554.1
CUST-0255,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),98.86,395.44
CUST-0256,Male,0,No,No,3,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,101.95,305.85
CUST-0257,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,117.11,0.0
CUST-0258,Male,1,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,109.98,549.9
CUST-0259,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.84,818.4
CUST-0260,Female,0,No,No,9,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),82.84,745.56
CUST-0261,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),79.52,397.6
CUST-0262,Male,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,108.22,649.32
CUST-0263,Female,0,No,No,0,No,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.78,0.0
CUST-0264,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,119.39,358.17
CUST-0265,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,98.49,1083.39
CUST-0266,Male,1,No,No,8,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,112.19,897.52
CUST-0267,Male,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,100.94,1110.34
CUST-0268,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,One year,No,Electronic check,114.33,1028.97
CUST-0269,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,107.45,537.25
CUST-0270,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),103.93,103.93
CUST-0271,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),100.43,301.29
CUST-0272,Male,0,No,No,5,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),107.53,537.65
CUST-0273,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.88,281.64
CUST-0274,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.35,714.15
CUST-0275,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.8,460.8
CUST-0276,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,96.56,1062.16
CUST-0277,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,101.97,203.94
CUST-0278,Male,1,No,Yes,5,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),78.55,392.75
CUST-0279,Male,0,Yes,Yes,11,No,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.91,967.01
CUST-0280,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,89.49,268.47
CUST-0281,Male,0,No,No,2,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.33,200.66
CUST-0282,Female,0,Yes,No,11,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,87.53,962.83
CUST-0283,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,79.3,158.6
CUST-0284,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),82.42,82.42
CUST-0285,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.83,828.3
CUST-0286,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,112.92,225.84
CUST-0287,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,87.79,965.69
CUST-0288,Female,0,No,Yes,9,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),107.16,964.44
CUST-0289,Female,1,Yes,No,0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),100.55,0.0
CUST-0290,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.97,237.94
CUST-0291,Female,0,No,No,8,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,87.28,698.24
CUST-0292,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),82.13,246.39
CUST-0293,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,77.34,154.68
CUST-0294,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.84,600.88
CUST-0295,Male,1,No,No,0,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.78,0.0
CUST-0296,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.84,315.36
CUST-0297,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.01,0.0
CUST-0298,Male,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,113.49,680.94
CUST-0299,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Electronic check,101.23,404.92
